Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00128;-;0.06960;0.07000;0.00000;0.08000;1;1
Parallel;2;0.00778;0.03653;0.04257;0.08630;0.00000;0.05000;1.63508;0.81754
Parallel;4;0.00763;0.01753;0.03234;0.11656;0.01787;0.04000;2.15201;0.53800
Parallel;8;0.00930;0.00997;0.04071;0.19000;0.10014;0.05000;1.70962;0.21370
Parallel;16;0.49584;0.00570;0.40165;10.21014;0.33662;0.89764;0.17329;0.01083
