Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00360;0.00537;0.01536;0.00000;0.01000;1;1
Parallel;2;0.00425;0.00511;0.00859;0.03274;0.02000;0.94106;0.47053
Parallel;4;0.00592;0.00638;0.02924;0.12934;0.03124;0.98920;0.24730
Parallel;8;0.48763;0.48788;9.60078;0.31343;0.85545;0.79160;0.09895
Parallel;16;0.00037;0.00505;0.00000;0.00000;0.01000;0.01036;0.00065
