size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
262144;0;0.000979;0;0.034874;0.05;0.03;0.00
262144;0;0.000376;0;0.034053;0.04;0.03;0.00
262144;0;0.000352;0;0.035063;0.04;0.03;0.00
262144;0;0.000942;0;0.034165;0.04;0.03;0.00
262144;0;0.000387;0;0.034648;0.04;0.03;0.00
262144;0;0.000395;0;0.035573;0.04;0.03;0.00
262144;0;0.001003;0;0.035327;0.04;0.03;0.00
262144;0;0.000417;0;0.034645;0.04;0.03;0.00
262144;0;0.000959;0;0.036275;0.04;0.03;0.00
262144;0;0.001214;0;0.043968;0.05;0.04;0.00
262144;0;0.001140;0;0.034062;0.04;0.03;0.00
262144;0;0.000351;0;0.054339;0.06;0.03;0.01
262144;0;0.000913;0;0.033955;0.04;0.03;0.00
262144;0;0.000987;0;0.034247;0.04;0.03;0.00
262144;0;0.000460;0;0.036751;0.04;0.03;0.00
262144;0;0.000381;0;0.035022;0.04;0.03;0.00
262144;0;0.000895;0;0.034738;0.04;0.03;0.00
262144;0;0.000344;0;0.033951;0.04;0.03;0.00
262144;0;0.000933;0;0.034116;0.04;0.03;0.00
262144;0;0.001040;0;0.034658;0.04;0.03;0.00
262144;0;0.000391;0;0.034070;0.04;0.03;0.00
262144;0;0.000483;0;0.035515;0.04;0.03;0.00
262144;0;0.000440;0;0.036670;0.04;0.03;0.00
262144;0;0.000442;0;0.034327;0.04;0.03;0.00
262144;0;0.000940;0;0.035390;0.04;0.03;0.00
262144;0;0.001104;0;0.035927;0.04;0.03;0.00
262144;0;0.000421;0;0.035651;0.04;0.03;0.00
262144;0;0.000438;0;0.034518;0.04;0.03;0.00
262144;0;0.000446;0;0.035499;0.04;0.03;0.00
262144;0;0.000407;0;0.034048;0.04;0.03;0.00
262144;0;0.000951;0;0.041137;0.05;0.04;0.00
262144;0;0.001086;0;0.035223;0.04;0.03;0.00
262144;0;0.001120;0;0.034726;0.04;0.03;0.00
262144;0;0.001090;0;0.035893;0.04;0.03;0.00
262144;0;0.001112;0;0.035248;0.04;0.03;0.00
262144;0;0.001291;0;0.035989;0.04;0.03;0.00
262144;0;0.001006;0;0.034458;0.04;0.03;0.00
262144;0;0.001270;0;0.035305;0.04;0.03;0.00
262144;0;0.000912;0;0.033981;0.04;0.03;0.00
262144;0;0.000997;0;0.033940;0.04;0.03;0.00
262144;0;0.000881;0;0.034647;0.04;0.03;0.00
262144;0;0.000886;0;0.034216;0.04;0.03;0.00
262144;0;0.000927;0;0.034656;0.04;0.02;0.00
262144;0;0.000911;0;0.033808;0.04;0.03;0.00
262144;0;0.000900;0;0.033974;0.04;0.03;0.00
262144;0;0.000804;0;0.033803;0.04;0.02;0.00
262144;0;0.000842;0;0.033655;0.04;0.03;0.00
262144;0;0.000894;0;0.033661;0.04;0.03;0.00
262144;0;0.000852;0;0.033529;0.04;0.03;0.00
262144;0;0.000829;0;0.033904;0.04;0.03;0.00
262144;0;0.000811;0;0.033599;0.04;0.03;0.00
262144;0;0.000807;0;0.033756;0.04;0.03;0.00
262144;0;0.000797;0;0.033635;0.04;0.03;0.00
262144;0;0.000905;0;0.033858;0.04;0.03;0.00
262144;0;0.000827;0;0.033805;0.04;0.02;0.00
262144;0;0.000870;0;0.034058;0.04;0.03;0.00
262144;0;0.000397;0;0.035122;0.04;0.03;0.00
262144;0;0.001000;0;0.034160;0.04;0.03;0.00
262144;0;0.000416;0;0.033910;0.04;0.03;0.00
262144;0;0.000361;0;0.033924;0.04;0.03;0.00
262144;0;0.000403;0;0.033566;0.04;0.03;0.00
262144;0;0.000865;0;0.035029;0.04;0.03;0.00
262144;0;0.000395;0;0.033622;0.04;0.03;0.00
262144;0;0.000863;0;0.033507;0.04;0.03;0.00
262144;0;0.000368;0;0.033861;0.04;0.02;0.00
262144;0;0.000332;0;0.033591;0.04;0.03;0.00
262144;0;0.000393;0;0.033820;0.04;0.03;0.00
262144;0;0.000452;0;0.034616;0.04;0.03;0.00
262144;0;0.000931;0;0.034192;0.04;0.03;0.00
262144;0;0.000841;0;0.034865;0.04;0.03;0.00
262144;0;0.000912;0;0.034022;0.04;0.03;0.00
262144;0;0.000438;0;0.033740;0.04;0.03;0.00
262144;0;0.000900;0;0.034063;0.04;0.03;0.00
262144;0;0.000370;0;0.034437;0.04;0.03;0.00
262144;0;0.001009;0;0.034690;0.04;0.03;0.00
262144;0;0.000460;0;0.034437;0.04;0.03;0.00
262144;0;0.000474;0;0.035408;0.04;0.03;0.00
262144;0;0.001273;0;0.040317;0.05;0.04;0.00
262144;0;0.001087;0;0.035757;0.04;0.03;0.00
262144;0;0.000436;0;0.035413;0.04;0.03;0.00
262144;0;0.000916;0;0.035094;0.04;0.02;0.00
262144;0;0.001162;0;0.034399;0.04;0.03;0.00
262144;0;0.000975;0;0.034650;0.04;0.03;0.00
262144;0;0.000376;0;0.034313;0.04;0.03;0.00
262144;0;0.000950;0;0.034177;0.04;0.03;0.00
262144;0;0.000383;0;0.034210;0.04;0.03;0.00
262144;0;0.000871;0;0.035187;0.04;0.03;0.00
262144;0;0.000905;0;0.034388;0.04;0.03;0.00
262144;0;0.000404;0;0.034023;0.04;0.03;0.00
262144;0;0.000821;0;0.034088;0.04;0.03;0.00
262144;0;0.000383;0;0.034296;0.04;0.03;0.00
262144;0;0.000460;0;0.034190;0.04;0.02;0.00
262144;0;0.000940;0;0.034522;0.04;0.03;0.00
262144;0;0.000933;0;0.036485;0.04;0.02;0.00
262144;0;0.000468;0;0.037178;0.04;0.03;0.00
262144;0;0.000431;0;0.034830;0.04;0.03;0.00
262144;0;0.001190;0;0.035419;0.04;0.03;0.00
262144;0;0.000483;0;0.050634;0.06;0.05;0.00
262144;0;0.000623;0;0.035457;0.04;0.03;0.00
262144;0;0.001098;0;0.034526;0.04;0.03;0.00
