Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.02682;-;2.78055;2.79286;0.01000;3.00667;1;1
Parallel;2;0.16761;1.32507;1.45891;2.90556;0.04400;1.62889;1.90591;0.95295
Parallel;4;0.14705;0.73460;1.00899;3.98833;0.08375;1.11600;2.75576;0.68894
Parallel;8;0.12569;0.39128;0.70175;5.47333;0.20857;0.83000;3.96228;0.49528
Parallel;16;0.66708;0.27299;1.27861;20.81400;0.59286;1.93200;2.17466;0.13592
