Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00737;-;0.64584;0.64500;0.00500;0.70286;1;1
Parallel;2;0.04293;0.33429;0.37699;0.74625;0.00625;0.42000;1.67347;0.83673
Parallel;4;0.03453;0.17384;0.24469;0.96833;0.04333;0.28000;2.51020;0.62755
Parallel;8;0.03549;0.09811;0.20486;1.46625;0.12143;0.24000;2.92857;0.36607
Parallel;16;0.50478;0.07302;0.54912;11.20143;0.35714;1.01571;0.69198;0.04325
