Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00440;0.00616;0.01000;0.00000;0.01000;1;1
Parallel;2;0.00638;0.00723;0.02079;0.01796;0.02000;0.83728;0.41864
Parallel;4;0.00999;0.01044;0.01266;0.13061;0.03000;0.71337;0.17834
Parallel;8;0.40475;0.40499;8.44985;0.31015;0.76507;0.49385;0.06173
Parallel;16;0.00045;0.00516;0.00000;0.00000;0.01000;0.01273;0.00080
