Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01200;0.08797;0.17825;0.00344;0.10301;1;1
Parallel;2;0.01246;0.04969;0.22632;0.03559;0.08000;1.68568;0.84284
Parallel;4;0.01316;0.03496;0.36986;0.10288;0.08000;2.98446;0.74612
Parallel;8;0.49862;0.51306;10.37101;0.37457;0.93143;4.24128;0.53016
Parallel;16;0.00242;0.14829;0.14000;0.00000;0.16000;0.28903;0.01806
