Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01200;0.07597;0.17825;0.00344;0.10301;1;1
Parallel;2;0.01246;0.03723;0.22632;0.03559;0.08000;1.55324;0.77662
Parallel;4;0.01316;0.02181;0.36986;0.10288;0.08000;2.00000;0.50000
Parallel;8;0.49862;0.01444;10.37101;0.37457;0.93143;2.00000;0.25000
Parallel;16;0.00242;0.14587;0.14000;0.00000;0.16000;0.17178;0.01074
