size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
1048576;2;0.011849;0.074206;0.088151;0.10;0.18;0.00
1048576;2;0.011543;0.074543;0.088457;0.10;0.18;0.00
1048576;2;0.010779;0.074162;0.089221;0.10;0.17;0.00
1048576;2;0.011111;0.074446;0.088889;0.10;0.18;0.00
1048576;2;0.010814;0.074161;0.089186;0.10;0.15;0.02
1048576;2;0.009296;0.076042;0.090704;0.10;0.17;0.01
1048576;2;0.010587;0.074560;0.089413;0.10;0.18;0.00
1048576;2;0.011166;0.074452;0.088834;0.10;0.16;0.02
1048576;2;0.010672;0.074524;0.089328;0.10;0.18;0.00
1048576;2;0.010186;0.074325;0.089814;0.10;0.16;0.02
1048576;2;0.009591;0.074273;0.090409;0.10;0.16;0.01
1048576;2;0.010914;0.074600;0.089086;0.10;0.17;0.01
1048576;2;0.008740;0.074148;0.09126;0.10;0.15;0.02
1048576;2;0.010625;0.075050;0.089375;0.10;0.16;0.02
1048576;2;0.010684;0.074090;0.089316;0.10;0.18;0.00
1048576;2;0.010589;0.074200;0.089411;0.10;0.16;0.02
1048576;2;0.010547;0.074503;0.089453;0.10;0.17;0.01
1048576;2;0.011325;0.074486;0.088675;0.10;0.16;0.02
1048576;2;0.010854;0.074294;0.089146;0.10;0.16;0.01
1048576;2;0.010366;0.075507;0.089634;0.10;0.18;0.00
1048576;2;0.009133;0.074172;0.090867;0.10;0.17;0.00
1048576;2;0.009476;0.074340;0.090524;0.10;0.17;0.00
1048576;2;0.011115;0.087242;0.098885;0.11;0.20;0.01
1048576;2;0.010217;0.074183;0.089783;0.10;0.16;0.01
1048576;2;0.010722;0.075006;0.089278;0.10;0.16;0.01
1048576;2;0.010401;0.074777;0.089599;0.10;0.18;0.00
1048576;2;0.010957;0.075504;0.089043;0.10;0.17;0.00
1048576;2;0.010570;0.074625;0.08943;0.10;0.16;0.02
1048576;2;0.010461;0.074216;0.089539;0.10;0.16;0.01
1048576;2;0.009214;0.074130;0.090786;0.10;0.18;0.00
1048576;2;0.008971;0.074633;0.091029;0.10;0.18;0.00
1048576;2;0.011073;0.084900;0.098927;0.11;0.16;0.04
1048576;2;0.010313;0.074677;0.089687;0.10;0.18;0.00
1048576;2;0.009021;0.074027;0.090979;0.10;0.18;0.00
1048576;2;0.010337;0.074235;0.089663;0.10;0.17;0.00
1048576;2;0.010271;0.074441;0.089729;0.10;0.15;0.02
1048576;2;0.010344;0.074169;0.089656;0.10;0.18;0.00
1048576;2;0.010636;0.074641;0.089364;0.10;0.16;0.01
1048576;2;0.011136;0.091334;0.108864;0.12;0.20;0.01
1048576;2;0.011065;0.074635;0.088935;0.10;0.14;0.03
1048576;2;0.010844;0.074027;0.089156;0.10;0.18;0.00
1048576;2;0.010869;0.074526;0.089131;0.10;0.18;0.00
1048576;2;0.010706;0.074388;0.089294;0.10;0.18;0.00
1048576;2;0.010752;0.074558;0.089248;0.10;0.18;0.00
1048576;2;0.010641;0.074876;0.089359;0.10;0.16;0.02
1048576;2;0.010192;0.074145;0.089808;0.10;0.18;0.00
1048576;2;0.011012;0.074207;0.088988;0.10;0.16;0.02
1048576;2;0.010682;0.074869;0.089318;0.10;0.16;0.02
1048576;2;0.010936;0.074359;0.089064;0.10;0.17;0.00
1048576;2;0.010778;0.074419;0.089222;0.10;0.17;0.01
1048576;2;0.011054;0.074461;0.088946;0.10;0.18;0.00
1048576;2;0.010637;0.074141;0.089363;0.10;0.17;0.01
1048576;2;0.009862;0.090987;0.110138;0.12;0.21;0.00
1048576;2;0.011581;0.074289;0.088419;0.10;0.18;0.00
