Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.10122;-;11.99726;12.00571;0.11000;12.97333;1;1
Parallel;2;0.54582;5.87054;6.40421;12.75714;0.16714;6.95333;1.86577;0.93289
Parallel;4;0.48408;3.30325;4.36697;17.32333;0.28833;4.90714;2.64377;0.66094
Parallel;8;0.46671;1.71671;2.90629;22.81143;0.53286;3.38500;3.83259;0.47907
Parallel;16;1.05094;1.41573;4.10184;54.19571;1.31375;5.16857;2.51004;0.15688
