Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.10411;-;12.01215;12.01857;0.09375;13.10000;1;1
Parallel;2;0.60826;6.39935;6.98809;13.96714;0.15500;7.59429;1.71894;0.85947
Parallel;4;0.44731;3.73313;4.89475;19.53000;0.26250;5.39125;2.45409;0.61352
Parallel;8;0.48990;1.98243;3.19121;25.13833;0.53333;3.69833;3.76414;0.47052
Parallel;16;1.14084;1.61605;4.35682;58.38000;1.25333;5.53429;2.75709;0.17232
