Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00216;-;0.14581;0.14000;0.00000;0.16000;1;1
Parallel;2;0.01315;0.07579;0.08688;0.17053;0.00407;0.10000;1.60000;0.80000
Parallel;4;0.01162;0.03689;0.05951;0.21405;0.02588;0.07228;2.21353;0.55338
Parallel;8;0.01232;0.02133;0.05880;0.36714;0.09797;0.07000;2.28571;0.28571
Parallel;16;0.40209;0.01272;0.41423;9.33863;0.34042;0.83382;0.19189;0.01199
