Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00131;-;0.06944;0.07000;0.00000;0.08000;1;1
Parallel;2;0.00743;0.03286;0.04256;0.08486;0.00303;0.05000;1.63148;0.81574
Parallel;4;0.00728;0.01572;0.03276;0.10606;0.02640;0.04000;2.11990;0.52997
Parallel;8;0.00912;0.00865;0.04092;0.17757;0.10014;0.05000;1.69708;0.21213
Parallel;16;0.57900;0.00459;0.40358;11.07313;0.33683;0.97515;0.17207;0.01075
