size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
4194304;0;0.007373;0;0.650332;0.71;0.65;0.00
4194304;0;0.007245;0;0.640359;0.70;0.61;0.02
4194304;0;0.007726;0;0.655905;0.72;0.65;0.00
4194304;0;0.007812;0;0.656881;0.72;0.66;0.00
4194304;0;0.007926;0;0.655842;0.72;0.63;0.03
4194304;0;0.007745;0;0.638656;0.70;0.64;0.00
4194304;0;0.007412;0;0.640360;0.71;0.63;0.01
4194304;0;0.007299;0;0.639004;0.71;0.63;0.01
4194304;0;0.007338;0;0.639829;0.71;0.64;0.00
4194304;0;0.007077;0;0.638130;0.71;0.64;0.00
