Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00541;0.02276;0.04494;0.00344;0.03000;1;1
Parallel;2;0.00570;0.01413;0.06242;0.02704;0.03000;1.49404;0.74702
Parallel;4;0.00713;0.01192;0.11183;0.10743;0.04000;2.40553;0.60138
Parallel;8;0.49117;0.49401;9.99686;0.33147;0.88597;2.85193;0.35649
Parallel;16;0.00085;0.03400;0.03000;0.00000;0.04000;0.06882;0.00430
