Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01211;0.01662;0.04471;0.00417;0.04000;1;1
Parallel;2;0.02000;0.00796;0.06238;0.02867;0.04000;2.59009;1.29504
Parallel;4;0.04137;0.00424;0.11593;0.11631;0.07414;5.40584;1.35146
Parallel;8;0.47171;0.00262;8.90156;0.36413;0.86016;10.15855;1.26982
Parallel;16;0.00146;0.04305;0.04000;0.00000;0.05000;16.42457;1.02654
