Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01211;0.02873;0.04471;0.00417;0.04000;1;1
Parallel;2;0.02000;0.02796;0.06238;0.02867;0.04000;1.54920;0.77460
Parallel;4;0.04137;0.04561;0.11593;0.11631;0.07414;1.59158;0.39789
Parallel;8;0.47171;0.47433;8.90156;0.36413;0.86016;0.97591;0.12199
Parallel;16;0.00146;0.04451;0.04000;0.00000;0.05000;0.09383;0.00586
