Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00038;-;0.00752;0.00000;0.00000;0.01000;1;1
Parallel;2;0.00344;0.00347;0.00658;0.01602;0.00000;0.01000;1.00000;0.50000
Parallel;4;0.00390;0.00164;0.01610;0.01864;0.01963;0.02000;0.50000;0.12500
Parallel;8;0.00511;0.00090;0.02489;0.03339;0.10077;0.03000;0.33333;0.04167
Parallel;16;0.39616;0.00048;0.36214;8.58821;0.26697;0.75955;0.01317;0.00082
