size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
65536;0;0.000377;0;0.007554;0.01;0.00;0.00
65536;0;0.000118;0;0.007587;0.01;0.00;0.00
65536;0;0.000385;0;0.007547;0.01;0.00;0.00
65536;0;0.000382;0;0.007606;0.01;0.00;0.00
65536;0;0.000113;0;0.007519;0.01;0.00;0.00
65536;0;0.000379;0;0.007544;0.01;0.00;0.00
65536;0;0.000384;0;0.007482;0.01;0.00;0.00
65536;0;0.000360;0;0.007534;0.01;0.00;0.00
65536;0;0.000393;0;0.007551;0.01;0.00;0.00
65536;0;0.000123;0;0.007508;0.01;0.00;0.00
65536;0;0.000366;0;0.007569;0.01;0.00;0.00
65536;0;0.000208;0;0.007487;0.01;0.00;0.00
65536;0;0.000372;0;0.007536;0.01;0.00;0.00
65536;0;0.000366;0;0.007464;0.01;0.00;0.00
65536;0;0.000337;0;0.007425;0.01;0.00;0.00
65536;0;0.000363;0;0.007458;0.01;0.00;0.00
65536;0;0.000357;0;0.007674;0.01;0.00;0.00
65536;0;0.000381;0;0.007648;0.01;0.00;0.00
65536;0;0.000119;0;0.007523;0.01;0.00;0.00
65536;0;0.000109;0;0.007479;0.01;0.00;0.00
65536;0;0.000383;0;0.007572;0.01;0.00;0.00
65536;0;0.000113;0;0.007532;0.01;0.00;0.00
65536;0;0.000110;0;0.007500;0.01;0.00;0.00
65536;0;0.000370;0;0.007484;0.01;0.00;0.00
65536;0;0.000378;0;0.007532;0.01;0.00;0.00
65536;0;0.000364;0;0.007520;0.01;0.00;0.00
65536;0;0.000357;0;0.007571;0.01;0.00;0.00
65536;0;0.000387;0;0.007438;0.01;0.00;0.00
65536;0;0.000362;0;0.007481;0.01;0.00;0.00
65536;0;0.000121;0;0.007465;0.01;0.00;0.00
65536;0;0.000386;0;0.007485;0.01;0.00;0.00
65536;0;0.000115;0;0.007456;0.01;0.00;0.00
65536;0;0.000387;0;0.007528;0.01;0.00;0.00
65536;0;0.000116;0;0.007516;0.01;0.00;0.00
