Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01284;0.04739;0.08612;0.00353;0.06000;1;1
Parallel;2;0.01195;0.02918;0.12254;0.02614;0.05000;1.94267;0.97134
Parallel;4;0.01293;0.02201;0.20213;0.11592;0.06000;3.15456;0.78864
Parallel;8;0.50971;0.51510;10.30792;0.35444;0.92127;4.18229;0.52279
Parallel;16;0.00244;0.09206;0.09000;0.00000;0.11000;0.17873;0.01117
