Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01284;0.03455;0.08612;0.00353;0.06000;1;1
Parallel;2;0.01195;0.01723;0.12254;0.02614;0.05000;2.59402;1.29701
Parallel;4;0.01293;0.00908;0.20213;0.11592;0.06000;5.20015;1.30004
Parallel;8;0.50971;0.00539;10.30792;0.35444;0.92127;9.87120;1.23390
Parallel;16;0.00244;0.08962;0.09000;0.00000;0.11000;16.63717;1.03982
