Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00738;0.03661;0.09122;0.00283;0.06000;1;1
Parallel;2;0.00767;0.01764;0.11741;0.02605;0.04000;1.33333;0.66667
Parallel;4;0.00887;0.01020;0.19533;0.10558;0.05000;2.00000;0.50000
Parallel;8;0.48274;0.00609;9.88806;0.34000;0.88343;1.60000;0.20000
Parallel;16;0.00148;0.06957;0.07000;0.00000;0.08000;0.09056;0.00566
