Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00128;-;0.06960;0.07000;0.00000;0.08000;1;1
Parallel;2;0.00778;0.03653;0.04257;0.08630;0.00000;0.05000;1.60000;0.80000
Parallel;4;0.00763;0.01753;0.03234;0.11656;0.01787;0.04000;2.00000;0.50000
Parallel;8;0.00930;0.00997;0.04071;0.19000;0.10014;0.05000;1.60000;0.20000
Parallel;16;0.49584;0.00570;0.40165;10.21014;0.33662;0.89764;0.08912;0.00557
