Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00554;0.00798;0.02604;0.00000;0.02000;1;1
Parallel;2;0.00572;0.00386;0.04375;0.02230;0.02000;2.55689;1.27844
Parallel;4;0.00721;0.00202;0.06690;0.11357;0.03000;5.28658;1.32164
Parallel;8;0.55780;0.00117;10.60831;0.33785;0.93735;10.10856;1.26357
Parallel;16;0.00085;0.02040;0.02000;0.00000;0.02000;17.36158;1.08510
