Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00554;0.01352;0.02604;0.00000;0.02000;1;1
Parallel;2;0.00572;0.00958;0.04375;0.02230;0.02000;1.57120;0.78560
Parallel;4;0.00721;0.00923;0.06690;0.11357;0.03000;2.21834;0.55458
Parallel;8;0.55780;0.55897;10.60831;0.33785;0.93735;2.30190;0.28774
Parallel;16;0.00085;0.02124;0.02000;0.00000;0.02000;0.03800;0.00238
