Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01163;0.04823;0.08641;0.00348;0.06000;1;1
Parallel;2;0.02218;0.04048;0.12899;0.02414;0.06000;1.47904;0.73952
Parallel;4;0.04349;0.05404;0.20826;0.11797;0.08598;1.76241;0.44060
Parallel;8;0.47974;0.48595;9.06425;0.38627;0.88972;1.32002;0.16500
Parallel;16;0.00092;0.07134;0.07000;0.00000;0.08000;0.14680;0.00918
