size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
524288;0;0.001219;0;0.068513;0.07;0.07;0.00
524288;0;0.000570;0;0.068773;0.07;0.06;0.00
524288;0;0.000528;0;0.068310;0.07;0.06;0.00
524288;0;0.001220;0;0.067340;0.07;0.06;0.00
524288;0;0.000574;0;0.068806;0.07;0.06;0.00
524288;0;0.000588;0;0.069172;0.07;0.07;0.00
524288;0;0.001608;0;0.069896;0.08;0.07;0.00
524288;0;0.001410;0;0.069530;0.08;0.07;0.00
524288;0;0.000676;0;0.068189;0.07;0.06;0.00
524288;0;0.000556;0;0.068325;0.07;0.05;0.00
524288;0;0.000530;0;0.067896;0.07;0.06;0.00
524288;0;0.001145;0;0.067241;0.07;0.06;0.00
524288;0;0.000611;0;0.069380;0.07;0.07;0.00
524288;0;0.000583;0;0.067842;0.07;0.06;0.00
524288;0;0.000528;0;0.067765;0.07;0.06;0.00
524288;0;0.000518;0;0.068267;0.07;0.06;0.00
524288;0;0.001188;0;0.067631;0.07;0.06;0.00
524288;0;0.001167;0;0.067192;0.07;0.06;0.00
524288;0;0.000573;0;0.067818;0.07;0.06;0.00
524288;0;0.001186;0;0.067550;0.07;0.06;0.00
524288;0;0.001204;0;0.067480;0.07;0.06;0.00
524288;0;0.001281;0;0.067468;0.07;0.06;0.00
524288;0;0.000577;0;0.067914;0.07;0.06;0.00
524288;0;0.001293;0;0.067234;0.07;0.06;0.00
524288;0;0.000596;0;0.067991;0.07;0.05;0.00
524288;0;0.001227;0;0.067462;0.07;0.06;0.00
524288;0;0.001241;0;0.068125;0.07;0.07;0.00
524288;0;0.000572;0;0.068035;0.07;0.06;0.00
524288;0;0.000542;0;0.068129;0.07;0.06;0.00
524288;0;0.001263;0;0.067241;0.07;0.06;0.00
524288;0;0.000603;0;0.068317;0.07;0.06;0.00
524288;0;0.001211;0;0.067549;0.07;0.06;0.00
524288;0;0.000613;0;0.068022;0.07;0.05;0.00
524288;0;0.001240;0;0.067432;0.07;0.06;0.00
524288;0;0.001253;0;0.067351;0.07;0.06;0.00
524288;0;0.001242;0;0.067544;0.07;0.06;0.00
524288;0;0.001227;0;0.067290;0.07;0.06;0.00
524288;0;0.000547;0;0.068089;0.07;0.06;0.00
524288;0;0.001261;0;0.067406;0.07;0.06;0.00
524288;0;0.001231;0;0.068133;0.07;0.07;0.00
524288;0;0.001360;0;0.067437;0.07;0.06;0.00
524288;0;0.000566;0;0.068244;0.07;0.06;0.00
524288;0;0.001189;0;0.067219;0.07;0.05;0.00
524288;0;0.000545;0;0.068435;0.07;0.06;0.00
524288;0;0.001274;0;0.067924;0.07;0.06;0.00
524288;0;0.001278;0;0.067294;0.07;0.06;0.00
524288;0;0.000589;0;0.068210;0.07;0.06;0.00
524288;0;0.000523;0;0.067826;0.07;0.06;0.00
524288;0;0.001221;0;0.067419;0.07;0.06;0.00
524288;0;0.001174;0;0.067520;0.07;0.06;0.00
524288;0;0.000567;0;0.067959;0.07;0.06;0.00
524288;0;0.001220;0;0.067297;0.07;0.06;0.00
524288;0;0.001260;0;0.067522;0.07;0.05;0.00
524288;0;0.001312;0;0.067666;0.07;0.06;0.00
524288;0;0.001254;0;0.067283;0.07;0.06;0.00
524288;0;0.001211;0;0.067408;0.07;0.06;0.00
524288;0;0.001216;0;0.067660;0.07;0.06;0.00
524288;0;0.000553;0;0.067692;0.07;0.06;0.00
524288;0;0.001250;0;0.067966;0.07;0.06;0.00
524288;0;0.001282;0;0.067513;0.07;0.06;0.00
524288;0;0.001289;0;0.067959;0.07;0.06;0.00
524288;0;0.000575;0;0.067747;0.07;0.05;0.00
524288;0;0.000535;0;0.068190;0.07;0.06;0.00
524288;0;0.001261;0;0.067375;0.07;0.06;0.00
524288;0;0.001208;0;0.067370;0.07;0.06;0.00
524288;0;0.001194;0;0.067796;0.07;0.06;0.00
524288;0;0.001234;0;0.067966;0.07;0.06;0.00
524288;0;0.001236;0;0.067458;0.07;0.06;0.00
524288;0;0.000572;0;0.067688;0.07;0.06;0.00
524288;0;0.000516;0;0.067889;0.07;0.06;0.00
524288;0;0.001255;0;0.067447;0.07;0.06;0.00
524288;0;0.001235;0;0.067629;0.07;0.06;0.00
524288;0;0.001200;0;0.067313;0.07;0.06;0.00
524288;0;0.000610;0;0.067821;0.07;0.06;0.00
524288;0;0.000539;0;0.068642;0.07;0.06;0.00
524288;0;0.001293;0;0.067331;0.07;0.06;0.00
524288;0;0.000570;0;0.068126;0.07;0.05;0.00
524288;0;0.001174;0;0.067371;0.07;0.06;0.00
524288;0;0.000569;0;0.067840;0.07;0.06;0.00
524288;0;0.001180;0;0.067782;0.07;0.06;0.00
524288;0;0.000578;0;0.067849;0.07;0.06;0.00
524288;0;0.001266;0;0.067436;0.07;0.06;0.00
524288;0;0.001225;0;0.067393;0.07;0.06;0.00
524288;0;0.000564;0;0.067829;0.07;0.06;0.00
524288;0;0.001174;0;0.067269;0.07;0.06;0.00
524288;0;0.000542;0;0.068203;0.07;0.06;0.00
524288;0;0.001248;0;0.067901;0.07;0.06;0.00
524288;0;0.001229;0;0.067298;0.07;0.06;0.00
524288;0;0.001208;0;0.067899;0.07;0.06;0.00
524288;0;0.001206;0;0.067201;0.07;0.06;0.00
524288;0;0.001208;0;0.067419;0.07;0.06;0.00
524288;0;0.001191;0;0.067304;0.07;0.06;0.00
524288;0;0.001183;0;0.067217;0.07;0.06;0.00
524288;0;0.001144;0;0.068035;0.07;0.06;0.00
524288;0;0.001161;0;0.067639;0.07;0.06;0.00
524288;0;0.001153;0;0.067368;0.07;0.06;0.00
524288;0;0.001137;0;0.067621;0.07;0.06;0.00
524288;0;0.001152;0;0.067454;0.07;0.06;0.00
524288;0;0.001265;0;0.067482;0.07;0.06;0.00
524288;0;0.001223;0;0.067340;0.07;0.06;0.00
