Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.02019;0.03432;0.08543;0.00356;0.07000;1;1
Parallel;2;0.04029;0.01670;0.12908;0.03813;0.07582;1.57143;0.78571
Parallel;4;0.06976;0.00890;0.22569;0.11914;0.11306;1.45072;0.36268
Parallel;8;1.52145;0.00540;20.99143;0.56338;1.94946;0.97292;0.12162
Parallel;16;0.00230;0.08917;0.09000;0.00000;0.11000;0.05643;0.00353
