Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00134;-;0.06972;0.07000;0.00000;0.08000;1;1
Parallel;2;0.00744;0.03648;0.04262;0.08684;0.00000;0.05000;1.60000;0.80000
Parallel;4;0.00713;0.01753;0.03288;0.11636;0.02586;0.04000;2.00000;0.50000
Parallel;8;0.00882;0.00995;0.04121;0.19530;0.09773;0.05000;1.60000;0.20000
Parallel;16;0.53919;0.00570;0.39578;10.76027;0.33333;0.94716;0.08446;0.00528
