size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
4194304;2;0.039025;0.301872;0.340975;0.38;0.66;0.02
4194304;2;0.038342;0.302850;0.341658;0.38;0.69;0.00
4194304;2;0.039664;0.302146;0.340336;0.38;0.68;0.01
4194304;2;0.039193;0.302365;0.340807;0.38;0.66;0.02
4194304;2;0.040231;0.302978;0.339769;0.38;0.66;0.02
4194304;2;0.039547;0.304162;0.340453;0.38;0.68;0.01
4194304;2;0.040838;0.302531;0.339162;0.38;0.69;0.00
4194304;2;0.037970;0.302578;0.34203;0.38;0.69;0.00
4194304;2;0.037639;0.302865;0.342361;0.38;0.66;0.02
4194304;2;0.038923;0.302641;0.341077;0.38;0.68;0.01
