Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00371;0.00389;0.01779;0.00207;0.01000;1;1
Parallel;2;0.00421;0.00186;0.02419;0.02468;0.02000;1.92719;0.96360
Parallel;4;0.00549;0.00106;0.04926;0.11136;0.03000;4.02761;1.00690
Parallel;8;0.55114;0.00061;10.39466;0.32310;0.92203;7.05272;0.88159
Parallel;16;0.00027;0.00751;0.00000;0.00000;0.01000;12.37359;0.77335
