Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.01318;0.05015;0.09508;0.00396;0.06000;1;1
Parallel;2;0.02049;0.03823;0.12040;0.02577;0.06000;1.41384;0.70692
Parallel;4;0.04344;0.05402;0.22918;0.11817;0.09000;1.85482;0.46371
Parallel;8;1.45184;1.45803;20.48014;0.58179;1.85672;1.31262;0.16408
Parallel;16;0.00125;0.07090;0.07000;0.00000;0.08000;0.04863;0.00304
