Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00733;-;0.64709;0.64571;0.00222;0.71000;1;1
Parallel;2;0.04405;0.30288;0.34383;0.67571;0.01750;0.38500;1.84416;0.92208
Parallel;4;0.03415;0.15513;0.22311;0.84667;0.03500;0.26000;2.73077;0.68269
Parallel;8;0.03523;0.08541;0.18755;1.34375;0.12625;0.22375;3.17318;0.39665
Parallel;16;0.47123;0.06294;0.59597;12.14000;0.38750;1.09400;0.64899;0.04056
