size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
262144;0;0.000739;0;0.020676;0.02;0.02;0.00
262144;0;0.000317;0;0.020272;0.02;0.02;0.00
262144;0;0.000753;0;0.020383;0.02;0.02;0.00
262144;0;0.000300;0;0.020087;0.02;0.02;0.00
262144;0;0.000279;0;0.020172;0.02;0.02;0.00
262144;0;0.000277;0;0.020152;0.02;0.02;0.00
262144;0;0.000269;0;0.020094;0.02;0.02;0.00
262144;0;0.000268;0;0.020083;0.02;0.02;0.00
262144;0;0.000750;0;0.020362;0.02;0.02;0.00
262144;0;0.000708;0;0.020104;0.02;0.02;0.00
262144;0;0.000306;0;0.020015;0.02;0.01;0.00
262144;0;0.000685;0;0.019821;0.02;0.02;0.00
262144;0;0.000704;0;0.020610;0.02;0.02;0.00
262144;0;0.000709;0;0.019766;0.02;0.02;0.00
262144;0;0.000709;0;0.019883;0.02;0.02;0.00
262144;0;0.000682;0;0.019938;0.02;0.02;0.00
262144;0;0.000716;0;0.020094;0.02;0.02;0.00
262144;0;0.000660;0;0.019963;0.02;0.02;0.00
262144;0;0.000744;0;0.019915;0.02;0.02;0.00
262144;0;0.000675;0;0.019951;0.02;0.02;0.00
262144;0;0.000719;0;0.020124;0.02;0.02;0.00
262144;0;0.000702;0;0.019992;0.02;0.02;0.00
262144;0;0.000696;0;0.020336;0.02;0.02;0.00
262144;0;0.000702;0;0.019796;0.02;0.02;0.00
262144;0;0.000724;0;0.020262;0.02;0.02;0.00
262144;0;0.000735;0;0.019872;0.02;0.02;0.00
262144;0;0.000291;0;0.020035;0.02;0.02;0.00
262144;0;0.000733;0;0.019794;0.02;0.02;0.00
262144;0;0.000800;0;0.020187;0.02;0.02;0.00
262144;0;0.000698;0;0.019977;0.02;0.02;0.00
262144;0;0.000663;0;0.019759;0.02;0.02;0.00
262144;0;0.000795;0;0.019866;0.02;0.02;0.00
262144;0;0.000763;0;0.019935;0.02;0.02;0.00
262144;0;0.000691;0;0.019869;0.02;0.01;0.00
262144;0;0.000654;0;0.019840;0.02;0.02;0.00
262144;0;0.000655;0;0.019839;0.02;0.02;0.00
262144;0;0.000673;0;0.020297;0.02;0.02;0.00
262144;0;0.000799;0;0.019786;0.02;0.02;0.00
262144;0;0.000685;0;0.019910;0.02;0.02;0.00
262144;0;0.001232;0;0.019796;0.02;0.02;0.00
262144;0;0.000684;0;0.020208;0.02;0.02;0.00
262144;0;0.000701;0;0.020222;0.02;0.02;0.00
262144;0;0.000303;0;0.020081;0.02;0.02;0.00
262144;0;0.000684;0;0.019872;0.02;0.02;0.00
262144;0;0.000742;0;0.020179;0.02;0.02;0.00
262144;0;0.000665;0;0.019855;0.02;0.02;0.00
262144;0;0.000653;0;0.019772;0.02;0.02;0.00
262144;0;0.000650;0;0.019916;0.02;0.02;0.00
262144;0;0.000722;0;0.020062;0.02;0.02;0.00
262144;0;0.000660;0;0.019945;0.02;0.02;0.00
262144;0;0.000663;0;0.019803;0.02;0.02;0.00
262144;0;0.000653;0;0.020162;0.02;0.02;0.00
262144;0;0.000727;0;0.020187;0.02;0.02;0.00
262144;0;0.000657;0;0.019986;0.02;0.02;0.00
262144;0;0.000664;0;0.019902;0.02;0.02;0.00
262144;0;0.000661;0;0.019845;0.02;0.02;0.00
262144;0;0.000664;0;0.020052;0.02;0.02;0.00
262144;0;0.000685;0;0.019824;0.02;0.02;0.00
262144;0;0.000665;0;0.019822;0.02;0.02;0.00
262144;0;0.000649;0;0.019830;0.02;0.02;0.00
262144;0;0.000663;0;0.020129;0.02;0.02;0.00
262144;0;0.000785;0;0.019801;0.02;0.02;0.00
262144;0;0.000684;0;0.019883;0.02;0.02;0.00
262144;0;0.000657;0;0.019803;0.02;0.02;0.00
262144;0;0.000706;0;0.020083;0.02;0.02;0.00
262144;0;0.000669;0;0.019836;0.02;0.02;0.00
262144;0;0.000662;0;0.019853;0.02;0.02;0.00
262144;0;0.000800;0;0.019876;0.02;0.02;0.00
262144;0;0.000698;0;0.020138;0.02;0.02;0.00
262144;0;0.000698;0;0.019878;0.02;0.02;0.00
262144;0;0.000657;0;0.019812;0.02;0.02;0.00
262144;0;0.000659;0;0.019708;0.02;0.02;0.00
262144;0;0.000666;0;0.020145;0.02;0.02;0.00
262144;0;0.000743;0;0.019919;0.02;0.02;0.00
262144;0;0.000742;0;0.019766;0.02;0.02;0.00
262144;0;0.000721;0;0.019777;0.02;0.02;0.00
262144;0;0.000699;0;0.020023;0.02;0.02;0.00
262144;0;0.000666;0;0.019748;0.02;0.02;0.00
262144;0;0.000651;0;0.019854;0.02;0.02;0.00
262144;0;0.000651;0;0.019783;0.02;0.02;0.00
262144;0;0.000664;0;0.020240;0.02;0.02;0.00
262144;0;0.000741;0;0.019770;0.02;0.02;0.00
262144;0;0.000737;0;0.019811;0.02;0.01;0.00
262144;0;0.000724;0;0.019877;0.02;0.02;0.00
262144;0;0.000729;0;0.020151;0.02;0.02;0.00
262144;0;0.000669;0;0.019934;0.02;0.02;0.00
262144;0;0.000662;0;0.019781;0.02;0.02;0.00
262144;0;0.000749;0;0.019840;0.02;0.02;0.00
262144;0;0.000753;0;0.020048;0.02;0.02;0.00
262144;0;0.000674;0;0.019777;0.02;0.02;0.00
262144;0;0.000651;0;0.019744;0.02;0.02;0.00
262144;0;0.000788;0;0.019880;0.02;0.02;0.00
262144;0;0.000682;0;0.020106;0.02;0.02;0.00
262144;0;0.000658;0;0.019920;0.02;0.02;0.00
262144;0;0.000658;0;0.019841;0.02;0.02;0.00
262144;0;0.000681;0;0.019821;0.02;0.01;0.00
262144;0;0.000691;0;0.020193;0.02;0.02;0.00
262144;0;0.000661;0;0.019822;0.02;0.02;0.00
262144;0;0.000657;0;0.019897;0.02;0.02;0.00
262144;0;0.000653;0;0.019890;0.02;0.02;0.00
