Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00079;-;0.03316;0.03000;0.00000;0.04000;1;1
Parallel;2;0.00530;0.01750;0.02470;0.04759;0.00000;0.03000;1.34265;0.67132
Parallel;4;0.00546;0.00844;0.02454;0.04973;0.03125;0.03000;1.35158;0.33790
Parallel;8;0.00693;0.00464;0.03307;0.11125;0.09889;0.04000;1.00290;0.12536
Parallel;16;0.56719;0.00269;0.39266;10.85912;0.31904;0.95588;0.08446;0.00528
