Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00755;0.01661;0.04560;0.00319;0.03000;1;1
Parallel;2;0.00778;0.00813;0.06329;0.02614;0.03000;1.66667;0.83333
Parallel;4;0.00887;0.00427;0.10971;0.11420;0.04000;1.66667;0.41667
Parallel;8;0.54652;0.00253;10.64750;0.36239;0.94235;1.25000;0.15625
Parallel;16;0.00148;0.04265;0.04000;0.00000;0.05000;0.05306;0.00332
