Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00077;-;0.03332;0.03000;0.00000;0.04000;1;1
Parallel;2;0.00488;0.01566;0.02512;0.04000;0.00000;0.03000;1.32649;0.66325
Parallel;4;0.00543;0.00749;0.02457;0.04732;0.02553;0.03000;1.35608;0.33902
Parallel;8;0.00696;0.00406;0.03304;0.10110;0.09740;0.04000;1.00872;0.12609
Parallel;16;0.50601;0.00217;0.38732;10.16615;0.31290;0.89735;0.08603;0.00538
