Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00525;0.01320;0.02575;0.00000;0.02000;1;1
Parallel;2;0.00541;0.00929;0.05266;0.00654;0.02000;1.60162;0.80081
Parallel;4;0.00708;0.00908;0.07983;0.09965;0.03000;2.27426;0.56857
Parallel;8;0.49491;0.49610;10.09273;0.34116;0.89712;2.32902;0.29113
Parallel;16;0.00082;0.02114;0.02000;0.00000;0.02000;0.04260;0.00266
