Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00219;-;0.14495;0.14000;0.00000;0.16000;1;1
Parallel;2;0.01214;0.06895;0.08324;0.16536;0.00299;0.09490;1.74137;0.87068
Parallel;4;0.01162;0.03313;0.05859;0.19962;0.02500;0.07000;2.47381;0.61845
Parallel;8;0.01396;0.01857;0.05609;0.33538;0.10262;0.07000;2.58428;0.32304
Parallel;16;0.47586;0.00975;0.41353;10.09453;0.34522;0.89062;0.35051;0.02191
