Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.10446;-;12.00287;12.01571;0.08625;12.90429;1;1
Parallel;2;0.64753;5.90379;6.49089;12.95333;0.16833;7.13667;1.80817;0.90408
Parallel;4;0.46760;3.36845;4.45106;17.65571;0.29333;4.93000;2.61750;0.65438
Parallel;8;0.50671;1.73826;2.89460;22.72333;0.50667;3.41600;3.77760;0.47220
Parallel;16;1.00896;1.38058;4.13377;53.71125;1.31429;5.15750;2.50204;0.15638
