Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00037;-;0.00752;0.00000;0.00000;0.01000;1;1
Parallel;2;0.00338;0.00348;0.00662;0.01559;0.00000;0.01000;1.00000;0.50000
Parallel;4;0.00390;0.00165;0.01610;0.01902;0.01909;0.02000;0.50000;0.12500
Parallel;8;0.00517;0.00090;0.02482;0.04306;0.10029;0.03000;0.33333;0.04167
Parallel;16;0.56346;0.00048;0.36603;10.55559;0.30314;0.93092;0.01074;0.00067
