Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.02143;0.05576;0.08509;0.00295;0.07000;1;1
Parallel;2;0.04094;0.05777;0.13057;0.03483;0.08000;1.64328;0.82164
Parallel;4;0.06632;0.07534;0.21293;0.12029;0.11218;1.58602;0.39651
Parallel;8;0.54110;0.54652;9.26507;0.37730;0.96031;1.21633;0.15204
Parallel;16;0.00242;0.09163;0.09000;0.00000;0.11000;0.16766;0.01048
