Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00447;0.00624;0.01512;0.00000;0.01000;1;1
Parallel;2;0.00672;0.00757;0.01846;0.02789;0.02000;0.81661;0.40830
Parallel;4;0.01078;0.01123;0.04855;0.11582;0.03000;0.67284;0.16821
Parallel;8;1.48065;1.48090;20.75203;0.54292;1.82438;0.45359;0.05670
Parallel;16;0.00041;0.00510;0.00000;0.00000;0.01000;0.00344;0.00022
