size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
65536;2;0.003577;0.003790;0.006423;0.01;0.00;0.01
65536;2;0.003339;0.003830;0.006661;0.01;0.00;0.02
65536;2;0.003558;0.003898;0.006442;0.01;0.02;0.00
65536;2;0.004290;0.003795;0.00571;0.01;0.02;0.00
65536;2;0.004020;0.003805;0.00598;0.01;0.02;0.00
65536;2;0.003630;0.003896;0.00637;0.01;0.02;0.00
65536;2;0.003595;0.003976;0.006405;0.01;0.01;0.00
65536;2;0.003829;0.003844;0.006171;0.01;0.01;0.01
65536;2;0.003957;0.003907;0.006043;0.01;0.01;0.00
65536;2;0.003282;0.003843;0.006718;0.01;0.01;0.01
65536;2;0.003541;0.003838;0.006459;0.01;0.02;0.00
65536;2;0.004135;0.003867;0.005865;0.01;0.02;0.00
65536;2;0.004151;0.003855;0.005849;0.01;0.02;0.00
65536;2;0.003733;0.003867;0.006267;0.01;0.02;0.00
65536;2;0.004006;0.003850;0.005994;0.01;0.02;0.00
65536;2;0.004375;0.003843;0.005625;0.01;0.02;0.00
65536;2;0.003964;0.003914;0.006036;0.01;0.01;0.01
65536;2;0.004170;0.003904;0.00583;0.01;0.01;0.01
65536;2;0.003554;0.003951;0.006446;0.01;0.02;0.00
65536;2;0.003864;0.003855;0.006136;0.01;0.01;0.00
65536;2;0.004139;0.003868;0.005861;0.01;0.02;0.00
65536;2;0.004202;0.003911;0.005798;0.01;0.02;0.00
65536;2;0.003871;0.003849;0.006129;0.01;0.00;0.02
65536;2;0.003763;0.003824;0.006237;0.01;0.00;0.02
65536;2;0.003623;0.003793;0.006377;0.01;0.02;0.00
65536;2;0.003890;0.003813;0.00611;0.01;0.02;0.00
65536;2;0.003691;0.003887;0.006309;0.01;0.02;0.00
65536;2;0.004019;0.003823;0.005981;0.01;0.00;0.02
65536;2;0.003362;0.003825;0.006638;0.01;0.02;0.00
65536;2;0.003412;0.003836;0.006588;0.01;0.01;0.00
65536;2;0.003491;0.003895;0.006509;0.01;0.01;0.00
65536;2;0.003495;0.003796;0.006505;0.01;0.02;0.00
65536;2;0.003674;0.003800;0.006326;0.01;0.02;0.00
65536;2;0.003297;0.003784;0.006703;0.01;0.02;0.00
65536;2;0.003581;0.003803;0.006419;0.01;0.01;0.00
65536;2;0.003849;0.003935;0.006151;0.01;0.01;0.00
65536;2;0.003936;0.003814;0.006064;0.01;0.02;0.00
65536;2;0.003615;0.003856;0.006385;0.01;0.02;0.00
65536;2;0.003573;0.003788;0.006427;0.01;0.02;0.00
65536;2;0.003584;0.003847;0.006416;0.01;0.02;0.00
65536;2;0.003316;0.003853;0.006684;0.01;0.02;0.00
65536;2;0.003308;0.003808;0.006692;0.01;0.02;0.00
65536;2;0.003203;0.003813;0.006797;0.01;0.00;0.01
65536;2;0.003380;0.003929;0.00662;0.01;0.02;0.00
65536;2;0.003762;0.003896;0.006238;0.01;0.02;0.00
65536;2;0.003556;0.003850;0.006444;0.01;0.02;0.00
65536;2;0.003539;0.003874;0.006461;0.01;0.01;0.01
65536;2;0.003461;0.003791;0.006539;0.01;0.01;0.01
65536;2;0.003545;0.003834;0.006455;0.01;0.01;0.01
65536;2;0.003647;0.003839;0.006353;0.01;0.02;0.00
65536;2;0.003752;0.003746;0.006248;0.01;0.02;0.00
65536;2;0.003420;0.003909;0.00658;0.01;0.01;0.00
65536;2;0.003900;0.003758;0.0061;0.01;0.01;0.00
65536;2;0.003504;0.003762;0.006496;0.01;0.01;0.00
65536;2;0.003502;0.003846;0.006498;0.01;0.01;0.00
65536;2;0.003515;0.003777;0.006485;0.01;0.02;0.00
65536;2;0.003270;0.003914;0.00673;0.01;0.01;0.00
65536;2;0.003460;0.003888;0.00654;0.01;0.01;0.01
65536;2;0.003734;0.003835;0.006266;0.01;0.02;0.00
65536;2;0.003765;0.003816;0.006235;0.01;0.00;0.01
65536;2;0.003561;0.003902;0.006439;0.01;0.02;0.00
65536;2;0.003420;0.003802;0.00658;0.01;0.02;0.00
65536;2;0.003294;0.003900;0.006706;0.01;0.02;0.00
65536;2;0.003763;0.003834;0.006237;0.01;0.01;0.00
65536;2;0.003676;0.003810;0.006324;0.01;0.02;0.00
65536;2;0.003868;0.003940;0.006132;0.01;0.00;0.01
65536;2;0.003881;0.003817;0.006119;0.01;0.00;0.02
65536;2;0.003691;0.003815;0.006309;0.01;0.01;0.01
65536;2;0.003678;0.003792;0.006322;0.01;0.02;0.00
65536;2;0.003584;0.003823;0.006416;0.01;0.02;0.00
65536;2;0.003424;0.003866;0.006576;0.01;0.01;0.00
65536;2;0.003373;0.003841;0.006627;0.01;0.02;0.00
65536;2;0.003616;0.003886;0.006384;0.01;0.02;0.00
65536;2;0.003439;0.003921;0.006561;0.01;0.02;0.00
65536;2;0.003882;0.003762;0.006118;0.01;0.02;0.00
65536;2;0.003774;0.003829;0.006226;0.01;0.02;0.00
65536;2;0.003611;0.003825;0.006389;0.01;0.01;0.00
65536;2;0.003336;0.003824;0.006664;0.01;0.01;0.00
65536;2;0.003895;0.003831;0.006105;0.01;0.02;0.00
65536;2;0.003638;0.003893;0.006362;0.01;0.02;0.00
65536;2;0.003519;0.003810;0.006481;0.01;0.02;0.00
65536;2;0.003463;0.003878;0.006537;0.01;0.01;0.00
65536;2;0.003600;0.003759;0.0064;0.01;0.02;0.00
65536;2;0.003518;0.003884;0.006482;0.01;0.01;0.00
65536;2;0.003778;0.003832;0.006222;0.01;0.02;0.00
65536;2;0.003639;0.003807;0.006361;0.01;0.01;0.01
65536;2;0.003592;0.003801;0.006408;0.01;0.02;0.00
65536;2;0.003495;0.003856;0.006505;0.01;0.02;0.00
65536;2;0.003571;0.003807;0.006429;0.01;0.02;0.00
65536;2;0.003409;0.003891;0.006591;0.01;0.01;0.00
65536;2;0.003674;0.003814;0.006326;0.01;0.02;0.00
65536;2;0.003665;0.003789;0.006335;0.01;0.01;0.01
65536;2;0.003826;0.003753;0.006174;0.01;0.02;0.00
65536;2;0.003347;0.003877;0.006653;0.01;0.02;0.00
65536;2;0.003546;0.003818;0.006454;0.01;0.01;0.00
65536;2;0.003498;0.003881;0.006502;0.01;0.01;0.00
65536;2;0.003349;0.003888;0.006651;0.01;0.00;0.02
65536;2;0.003882;0.003767;0.006118;0.01;0.02;0.00
65536;2;0.003574;0.003885;0.006426;0.01;0.02;0.00
65536;2;0.003243;0.003759;0.006757;0.01;0.02;0.00
