Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.02191;0.07701;0.17941;0.00395;0.11481;1;1
Parallel;2;0.04045;0.04085;0.26015;0.03313;0.11429;1.91616;0.95808
Parallel;4;0.07255;0.02283;0.38618;0.12141;0.14000;3.61281;0.90320
Parallel;8;0.54087;0.01492;9.39472;0.39529;0.96662;6.46345;0.80793
Parallel;16;0.00257;0.14757;0.14488;0.00000;0.16326;9.89125;0.61820
