Version;Process;Read time;Local sort;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.10510;-;12.01733;12.00625;0.10500;13.06000;1;1
Parallel;2;0.58472;6.47195;6.99454;13.96333;0.15000;7.57167;1.71810;0.85905
Parallel;4;0.55191;3.62755;4.81191;19.06600;0.28286;5.33400;2.49741;0.62435
Parallel;8;0.46069;1.98744;3.18684;25.08833;0.52500;3.65500;3.77093;0.47137
Parallel;16;0.99974;1.62735;4.48050;58.16200;1.23000;5.45250;2.68214;0.16763
