Version;Process;Read time;Merge time;User;Sys;Elapsed;Speedup;Efficiency
Serial;1;0.00796;0.01678;0.04631;0.00325;0.04000;1;1
Parallel;2;0.00752;0.00797;0.05593;0.03403;0.03000;1.25000;0.62500
Parallel;4;0.00877;0.00424;0.10789;0.10758;0.04000;1.66667;0.41667
Parallel;8;0.49881;0.00248;10.10029;0.35600;0.89606;1.25000;0.15625
Parallel;16;0.00153;0.04288;0.04000;0.00000;0.05000;0.05580;0.00349
