size;processes;read_time;local_sort_time;merge_time;elapsed;user;sys
524288;2;0.005943;0.015986;0.024057;0.03;0.04;0.00
524288;2;0.006860;0.016173;0.02314;0.03;0.05;0.00
524288;2;0.006209;0.016435;0.023791;0.03;0.05;0.00
524288;2;0.005702;0.016231;0.024298;0.03;0.05;0.00
524288;2;0.005843;0.016373;0.024157;0.03;0.05;0.00
524288;2;0.005967;0.016310;0.024033;0.03;0.05;0.00
524288;2;0.005726;0.016396;0.024274;0.03;0.04;0.00
524288;2;0.005917;0.016659;0.024083;0.03;0.05;0.00
524288;2;0.006694;0.016529;0.023306;0.03;0.05;0.00
524288;2;0.006211;0.016632;0.023789;0.03;0.04;0.01
524288;2;0.006610;0.016331;0.02339;0.03;0.04;0.00
524288;2;0.005969;0.016328;0.024031;0.03;0.05;0.00
524288;2;0.005785;0.016307;0.024215;0.03;0.05;0.00
524288;2;0.006130;0.016404;0.02387;0.03;0.04;0.00
524288;2;0.006076;0.016394;0.023924;0.03;0.05;0.00
524288;2;0.005783;0.016395;0.024217;0.03;0.05;0.00
524288;2;0.005745;0.016260;0.024255;0.03;0.05;0.00
524288;2;0.006626;0.016407;0.023374;0.03;0.05;0.00
524288;2;0.006613;0.016463;0.023387;0.03;0.05;0.00
524288;2;0.005912;0.016279;0.024088;0.03;0.04;0.01
524288;2;0.005829;0.016329;0.024171;0.03;0.03;0.02
524288;2;0.006848;0.016419;0.023152;0.03;0.05;0.00
524288;2;0.006061;0.016566;0.023939;0.03;0.05;0.00
524288;2;0.006150;0.016461;0.02385;0.03;0.04;0.00
524288;2;0.006078;0.016413;0.023922;0.03;0.04;0.00
524288;2;0.006426;0.016444;0.023574;0.03;0.05;0.00
524288;2;0.005780;0.016367;0.02422;0.03;0.05;0.00
524288;2;0.006056;0.016443;0.023944;0.03;0.04;0.00
524288;2;0.006282;0.016498;0.023718;0.03;0.05;0.00
524288;2;0.006250;0.016958;0.02375;0.03;0.05;0.00
524288;2;0.006032;0.016322;0.023968;0.03;0.03;0.01
524288;2;0.005817;0.016625;0.024183;0.03;0.02;0.02
524288;2;0.005635;0.016496;0.024365;0.03;0.03;0.01
524288;2;0.005996;0.016443;0.024004;0.03;0.05;0.00
524288;2;0.006718;0.016356;0.023282;0.03;0.03;0.01
524288;2;0.006202;0.016505;0.023798;0.03;0.05;0.00
524288;2;0.006452;0.016642;0.023548;0.03;0.05;0.00
524288;2;0.006753;0.016616;0.023247;0.03;0.04;0.00
524288;2;0.006110;0.016559;0.02389;0.03;0.02;0.02
524288;2;0.006262;0.019276;0.023738;0.03;0.06;0.00
524288;2;0.006697;0.016303;0.023303;0.03;0.05;0.00
524288;2;0.006042;0.016304;0.023958;0.03;0.04;0.00
524288;2;0.006050;0.016374;0.02395;0.03;0.05;0.00
524288;2;0.005972;0.016419;0.024028;0.03;0.03;0.01
524288;2;0.006011;0.016612;0.023989;0.03;0.03;0.01
524288;2;0.005536;0.016401;0.024464;0.03;0.05;0.00
524288;2;0.006359;0.016567;0.023641;0.03;0.03;0.01
524288;2;0.006002;0.016487;0.023998;0.03;0.05;0.00
524288;2;0.005764;0.016378;0.024236;0.03;0.05;0.00
524288;2;0.006251;0.016391;0.023749;0.03;0.05;0.00
524288;2;0.006169;0.016646;0.023831;0.03;0.05;0.00
524288;2;0.005747;0.016399;0.024253;0.03;0.03;0.01
524288;2;0.006115;0.016392;0.023885;0.03;0.05;0.00
524288;2;0.006037;0.016341;0.023963;0.03;0.02;0.03
524288;2;0.006195;0.016338;0.023805;0.03;0.05;0.00
524288;2;0.005953;0.016333;0.024047;0.03;0.05;0.00
524288;2;0.006946;0.016715;0.023054;0.03;0.05;0.00
524288;2;0.006260;0.016464;0.02374;0.03;0.04;0.00
524288;2;0.005782;0.016339;0.024218;0.03;0.05;0.00
524288;2;0.006301;0.016429;0.023699;0.03;0.05;0.00
